,BA,BK,BN,BS,DK,GB,HC,JK,LB,LM,LR,LS,MK,PK,TC,TR,WB,MB,MD,TP,Gulf_1,Ocean_1
2003-02-08,33.494,31.559,28.742,29.905,28.039,25.237,22.139,32.260,25.727,13.789,31.048,22.840,31.792,34.417,19.872,0.842,32.318,26.735,31.268,26.257,32.380,35.130
2003-02-09,33.222,31.880,28.677,29.620,28.074,24.313,22.420,32.449,24.895,13.925,31.299,23.045,31.980,34.189,21.963,0.881,32.506,27.064,30.792,26.170,32.480,35.140
2003-02-10,33.216,32.351,28.761,29.705,28.235,27.220,22.743,32.619,24.841,13.965,31.030,22.981,32.150,34.090,24.110,0.906,32.339,27.019,30.563,26.012,32.470,35.150
2003-02-11,33.357,32.527,28.886,29.915,28.458,22.102,22.414,32.585,26.466,13.741,31.205,23.271,32.116,34.322,20.678,0.935,32.750,26.542,31.208,25.933,32.560,35.150
2003-02-12,33.618,32.634,29.021,29.918,28.579,17.936,22.766,33.012,26.393,13.473,31.560,23.464,32.542,34.905,19.567,0.949,33.054,27.659,31.113,27.881,33.000,35.160
2003-02-13,33.561,33.176,28.958,29.886,28.939,13.235,23.454,33.781,25.604,13.151,32.105,23.584,33.310,35.098,18.513,0.989,33.732,28.351,29.377,29.652,33.570,35.170
2003-02-14,33.305,33.417,28.775,29.884,28.970,16.476,24.563,34.056,26.502,13.158,32.111,23.456,33.584,34.921,21.250,1.012,33.873,28.957,28.745,29.850,33.670,35.180
2003-02-15,33.542,33.585,28.879,30.279,28.705,27.990,25.536,33.601,27.519,14.201,31.690,23.366,33.130,34.801,25.687,1.026,33.732,28.987,28.086,29.657,33.310,35.190
2003-02-16,33.770,33.869,29.002,30.139,29.137,33.291,25.335,33.442,26.960,15.735,31.384,23.084,32.971,34.953,25.054,1.041,33.213,28.736,29.756,29.337,33.190,35.200
2003-02-17,33.604,34.074,29.223,30.344,28.977,33.097,24.935,33.231,29.013,15.335,31.224,23.897,32.761,34.768,23.901,4.459,33.368,28.705,29.631,29.196,33.000,35.210
2003-02-18,33.454,32.840,29.137,30.374,29.091,28.186,25.223,33.472,28.686,15.096,31.514,24.513,33.001,35.139,23.427,1.118,33.533,28.942,30.144,29.578,33.280,35.220
2003-02-19,33.536,32.591,29.207,30.692,29.188,29.180,25.322,33.488,28.560,15.272,31.496,24.738,33.017,35.154,26.194,1.146,33.387,28.560,30.486,29.524,33.290,35.230
2003-02-20,33.452,32.278,29.112,30.922,29.320,32.220,25.034,33.024,28.700,14.126,31.357,24.600,32.374,34.842,26.857,5.631,32.927,28.125,30.685,29.261,32.900,35.240
2003-02-21,33.446,32.764,29.545,31.352,28.774,32.918,25.124,32.999,28.801,14.041,31.311,24.636,32.036,34.998,27.706,3.781,32.665,27.941,30.549,29.163,32.840,35.240
2003-02-22,33.418,33.621,29.945,31.528,27.626,35.061,25.384,33.033,29.556,14.280,31.305,23.316,32.268,34.672,28.107,2.552,32.944,28.016,30.526,29.099,32.820,35.250
2003-02-23,32.657,32.624,29.898,31.966,27.919,35.084,25.011,33.066,31.017,13.715,31.051,23.949,32.167,34.171,26.486,4.053,32.800,27.382,30.201,29.208,32.610,35.260
2003-02-24,32.849,32.819,29.716,31.583,28.570,33.023,24.884,33.149,30.734,13.637,31.638,24.300,32.285,34.903,22.787,4.431,33.290,27.707,30.482,29.411,32.990,35.270
2003-02-25,32.949,32.919,29.133,31.602,28.774,33.248,25.198,32.926,30.018,13.588,31.738,22.251,32.247,34.436,22.058,5.107,33.353,26.842,30.178,29.164,32.840,35.280
2003-02-26,33.030,32.825,29.090,31.457,28.672,33.091,23.861,32.594,28.925,14.065,31.299,22.220,32.004,34.358,22.885,9.283,33.270,26.743,30.369,28.951,32.560,35.290
2003-02-27,33.220,33.230,29.507,31.462,28.935,34.940,23.773,32.731,30.348,14.327,31.381,21.618,31.899,34.382,26.483,4.527,33.431,27.449,30.579,29.007,32.600,35.300
2003-02-28,33.386,33.474,30.117,31.312,28.873,35.512,23.821,32.734,30.020,14.399,31.329,21.020,31.994,34.488,26.464,5.353,33.424,27.405,30.527,28.805,32.640,35.310
2003-03-01,33.288,33.267,30.357,31.961,28.939,35.909,24.221,32.911,30.596,14.443,31.284,22.178,32.081,34.543,26.733,6.975,33.445,27.187,30.733,28.748,32.700,35.320
2003-03-02,33.154,33.380,30.943,31.396,28.761,36.298,24.619,32.993,30.426,14.611,31.357,24.000,32.186,34.563,26.961,8.801,33.722,27.357,30.958,28.819,32.770,35.340
2003-03-03,33.008,32.770,31.077,32.151,28.690,36.605,25.156,32.993,31.876,14.645,31.526,24.483,32.271,34.446,27.191,6.785,33.908,27.315,31.236,28.762,32.810,35.350
2003-03-04,32.893,32.612,31.547,31.309,29.069,35.590,25.372,33.100,32.233,15.775,31.432,24.246,32.424,34.427,27.475,5.745,34.045,27.451,31.008,26.381,32.850,35.360
2003-03-05,33.014,32.614,31.482,31.344,29.154,36.055,25.551,33.387,32.246,19.166,31.453,24.330,32.582,34.705,27.669,4.993,34.215,27.428,30.711,28.519,33.030,35.370
2003-03-06,33.205,32.882,31.700,31.317,28.939,36.113,25.669,33.885,31.789,19.405,31.611,24.269,32.770,34.827,27.838,18.440,34.460,27.621,30.604,28.570,33.270,35.380
2003-03-07,33.329,32.968,31.827,31.400,28.847,36.041,25.418,33.922,31.862,19.406,31.635,24.486,32.950,35.155,27.680,18.828,34.704,27.626,30.646,28.507,33.420,35.390
2003-03-08,33.426,33.169,31.999,32.036,29.080,37.326,25.329,33.750,31.904,20.259,31.708,24.777,33.108,35.234,26.206,18.150,34.842,27.308,30.806,28.449,33.450,35.400
2003-03-09,33.516,33.456,32.014,32.735,29.070,37.225,25.461,33.867,31.876,20.432,31.774,24.385,33.276,35.209,25.754,16.641,34.783,27.306,30.620,28.405,33.530,35.410
2003-03-10,33.506,33.369,32.221,32.765,29.049,37.372,25.455,33.888,33.188,20.589,31.896,24.346,33.313,35.012,26.654,15.257,34.874,27.276,31.133,28.461,33.530,35.420
2003-03-11,33.581,32.757,32.274,31.792,29.020,37.716,25.561,34.249,32.776,25.183,32.002,23.890,33.577,35.060,27.061,14.910,34.836,27.022,31.086,28.336,33.720,35.440
2003-03-12,33.886,32.515,32.289,31.275,29.209,37.989,25.504,34.369,32.662,25.970,32.060,24.826,33.786,35.474,27.249,14.791,34.829,27.109,30.852,28.308,33.920,35.450
2003-03-13,34.016,32.837,32.165,31.498,29.107,37.991,25.236,34.446,32.307,25.079,32.142,23.145,33.941,35.791,26.773,15.821,34.964,26.758,30.796,28.198,34.080,35.460
2003-03-14,33.992,31.791,32.285,31.188,28.858,38.133,25.386,33.505,32.227,25.348,32.220,23.285,33.209,35.932,25.725,15.194,35.055,27.241,30.861,28.236,33.720,35.470
2003-03-15,33.964,31.476,32.390,32.430,29.014,37.049,25.869,33.256,33.060,25.370,31.890,23.849,33.408,36.017,27.264,14.714,35.171,26.695,29.658,28.302,33.640,35.480
2003-03-16,33.629,31.283,32.250,32.203,28.970,37.372,26.202,33.613,33.629,24.774,32.120,24.782,33.188,36.038,27.278,15.665,34.697,27.586,27.516,28.389,33.740,35.500
2003-03-17,33.098,30.225,32.449,32.304,28.709,35.689,26.138,33.176,34.046,24.613,31.972,25.656,32.788,35.803,27.381,18.714,35.250,27.254,27.603,28.251,33.430,35.510
2003-03-18,32.765,30.947,32.296,31.304,28.874,34.741,26.060,33.448,34.097,24.835,31.896,26.538,33.232,35.811,27.333,20.287,35.477,27.109,27.558,28.312,33.600,35.520
2003-03-19,32.818,31.500,32.531,30.221,28.807,35.405,26.148,33.491,34.077,25.386,31.947,26.477,33.349,35.755,27.333,21.718,35.091,26.833,28.088,28.286,33.640,35.530
2003-03-20,32.778,31.814,32.522,30.082,29.308,33.348,26.526,33.833,34.319,24.683,32.084,26.533,33.151,35.967,27.543,22.431,35.025,28.256,29.016,29.757,33.760,35.550
2003-03-21,32.769,32.228,32.501,29.827,29.794,33.357,26.728,33.959,34.036,24.769,32.157,26.669,33.247,36.052,27.656,23.033,34.957,29.726,31.342,31.018,33.850,35.560
2003-03-22,32.602,32.429,32.444,31.051,29.844,32.644,26.656,33.598,34.477,24.987,32.242,27.157,33.105,36.020,27.976,23.557,34.723,29.492,30.427,30.677,33.740,35.570
2003-03-23,32.533,32.672,32.040,31.162,29.651,32.779,26.554,33.085,33.746,26.428,31.996,27.155,33.870,35.582,27.654,23.659,34.231,29.514,31.683,30.805,33.630,35.590
2003-03-24,32.067,32.511,31.677,32.436,29.378,33.974,26.870,32.811,35.419,25.822,32.178,26.969,33.869,34.888,26.759,22.913,34.013,29.606,31.515,31.069,33.440,35.600
2003-03-25,32.458,33.322,31.326,32.033,29.311,35.533,27.667,33.393,34.723,25.682,32.524,27.226,34.004,35.570,26.621,21.438,34.122,30.652,30.425,31.338,33.870,35.610
2003-03-26,32.920,33.630,31.505,30.694,29.362,34.802,28.151,33.643,34.109,25.933,32.813,26.659,34.145,35.585,26.623,20.233,34.422,30.952,30.487,31.496,34.050,35.630
2003-03-27,32.266,30.610,31.485,30.534,28.794,32.310,26.991,32.141,34.962,24.684,31.417,25.702,32.710,34.685,26.009,17.940,32.979,30.311,29.062,31.253,32.740,35.640
2003-03-28,31.729,30.248,31.657,30.401,28.744,30.072,24.783,32.461,33.774,24.253,31.393,24.808,33.030,34.338,24.128,13.385,32.867,29.340,27.363,30.649,32.810,35.660
2003-03-29,31.627,31.019,31.390,30.810,28.570,29.707,23.050,33.179,30.350,24.868,31.605,25.077,33.751,34.092,23.958,10.675,33.648,28.851,28.290,30.567,33.160,35.670
2003-03-30,31.264,31.531,31.093,30.670,28.435,29.703,20.639,33.158,27.903,24.636,31.547,25.404,33.730,34.321,23.141,9.253,33.913,28.535,28.358,30.573,33.190,35.680
2003-03-31,30.956,33.544,30.630,28.898,28.622,29.680,15.565,34.369,26.007,22.595,32.951,24.075,34.944,36.026,20.807,8.055,34.519,28.407,29.145,31.511,34.570,35.700
2003-04-01,31.164,34.142,29.861,28.712,28.924,30.751,15.495,35.316,25.890,23.846,33.436,24.958,35.893,37.207,19.680,6.933,35.203,29.788,29.052,32.539,35.460,35.710
2003-04-02,31.652,34.711,29.045,28.811,28.923,31.222,18.500,35.137,27.235,24.694,33.259,23.045,35.192,36.525,18.114,5.938,35.298,29.593,28.642,32.515,35.030,35.730
2003-04-03,31.958,34.292,29.014,29.419,28.785,31.655,15.311,34.802,28.300,25.352,32.774,24.295,34.403,36.459,17.236,5.388,35.272,29.133,28.202,32.465,34.610,35.740
2003-04-04,32.266,33.807,29.967,30.444,28.384,31.387,16.201,34.774,30.835,25.585,32.470,21.843,34.401,36.822,18.974,4.912,34.976,29.210,28.095,32.084,34.620,35.760
2003-04-05,32.113,34.330,30.374,30.539,28.484,31.246,15.992,34.796,34.438,25.969,32.127,22.355,34.252,36.575,22.545,4.632,34.831,29.113,27.757,31.569,34.440,35.770
2003-04-06,32.573,34.169,30.708,30.541,28.984,31.558,15.011,34.627,34.315,25.912,31.872,22.388,34.265,36.664,25.726,4.574,34.787,28.990,27.664,31.225,34.360,35.790
2003-04-07,33.106,33.257,30.791,30.618,29.314,31.830,16.320,35.017,33.620,25.168,31.802,23.979,34.562,36.291,27.942,4.708,34.897,29.827,27.903,31.343,34.420,35.810
2003-04-08,33.620,32.771,31.064,30.408,29.227,32.158,16.757,35.577,33.016,23.716,31.963,23.744,34.872,36.556,21.287,4.708,35.225,30.181,28.213,31.259,34.740,35.820
2003-04-09,33.462,33.738,31.080,30.424,29.512,33.299,16.711,34.922,35.816,24.001,32.515,24.399,34.974,37.101,25.701,4.369,35.455,29.900,27.702,31.270,34.880,35.840
2003-04-10,32.951,34.596,30.611,31.115,28.925,33.643,18.838,35.717,33.739,24.452,33.073,25.011,34.830,37.037,25.823,3.984,36.034,29.534,28.719,31.670,35.160,35.850
2003-04-11,32.238,33.645,30.684,31.323,28.910,33.430,19.087,36.420,34.362,26.230,33.592,25.037,34.849,38.131,29.149,4.052,36.847,29.935,29.502,32.348,35.750,35.870
2003-04-12,32.367,33.969,30.510,32.107,29.116,33.693,21.629,36.213,33.880,26.520,33.867,25.562,34.800,38.056,29.428,3.854,36.992,29.733,29.778,32.506,35.730,35.890
2003-04-13,32.549,34.355,30.905,34.091,29.227,33.923,21.217,36.099,34.005,26.478,33.726,26.164,34.423,38.335,26.326,4.289,37.196,29.739,29.806,32.279,35.650,35.900
2003-04-14,32.879,34.484,31.240,33.887,29.221,34.295,20.282,35.984,33.122,26.433,33.429,26.341,34.575,38.228,23.277,4.126,37.288,29.532,29.865,32.300,35.550,35.920
2003-04-15,33.066,34.756,31.571,31.974,29.639,34.839,19.878,36.055,30.641,25.797,33.312,26.570,34.640,38.109,20.574,4.280,37.496,29.750,29.791,32.149,35.530,35.940
2003-04-16,33.175,35.021,31.354,32.271,29.523,35.601,20.828,36.385,32.289,26.278,33.165,26.526,34.199,37.959,23.436,4.267,37.706,30.019,29.532,32.144,35.430,35.950
2003-04-17,33.376,34.867,31.390,32.860,30.547,36.451,23.075,36.776,32.625,26.700,33.344,25.150,33.881,38.141,28.622,3.996,37.715,29.880,29.747,32.067,35.540,35.970
2003-04-18,33.388,34.307,32.266,33.872,31.519,37.694,23.904,36.672,34.723,27.035,33.505,23.458,33.813,38.306,29.443,3.999,38.119,30.088,30.239,31.791,35.570,35.990
2003-04-19,33.461,33.615,32.562,33.027,31.581,37.588,24.379,36.565,33.164,26.997,33.608,23.452,33.880,38.411,30.258,10.237,38.579,29.887,30.409,31.879,35.620,36.000
2003-04-20,33.560,34.247,32.731,35.044,31.507,38.160,23.212,37.018,33.976,25.630,33.702,22.811,34.102,38.507,26.992,15.500,38.769,30.109,30.458,31.586,35.830,36.020
2003-04-21,33.753,34.493,32.914,34.582,31.616,38.512,23.563,37.296,32.140,25.701,33.600,21.886,34.147,38.403,24.416,15.140,39.178,30.095,30.716,31.809,35.860,36.040
2003-04-22,33.890,34.438,33.193,34.563,31.810,38.760,24.523,36.937,31.965,26.254,33.770,20.452,33.896,38.576,27.684,10.835,39.287,30.375,30.932,31.646,35.790,36.060
2003-04-23,33.988,34.159,33.536,34.214,31.769,39.332,25.222,36.538,33.372,26.603,35.599,18.425,34.010,38.898,29.625,8.274,39.773,30.153,31.240,32.089,36.260,36.080
2003-04-24,34.116,34.503,33.759,34.016,31.834,39.592,25.990,36.588,33.435,27.028,37.124,18.407,34.265,39.128,30.664,12.754,37.420,30.449,31.451,31.798,36.780,36.090
2003-04-25,34.327,35.636,34.128,33.679,31.842,39.347,26.518,37.384,33.953,26.881,37.584,21.993,34.629,39.019,31.370,17.080,38.113,30.673,31.649,31.906,37.150,36.110
2003-04-26,34.182,35.861,34.260,33.530,31.697,38.643,26.894,37.163,33.523,26.244,37.055,27.165,34.363,38.800,31.052,19.756,37.894,30.808,31.422,31.816,36.850,36.130
2003-04-27,33.764,35.002,34.322,33.468,31.169,37.795,27.358,36.243,33.998,26.418,36.336,27.996,33.859,38.547,30.829,20.368,37.384,30.222,30.942,31.500,36.250,36.150
2003-04-28,34.693,34.840,34.568,33.858,31.772,38.014,27.599,35.901,35.823,26.782,36.087,27.632,34.050,38.247,31.048,22.044,37.830,30.025,31.125,31.409,36.070,36.170
2003-04-29,35.772,34.394,34.827,33.196,31.755,38.274,27.090,36.004,35.303,26.805,36.428,27.638,34.235,38.476,30.455,23.189,38.456,29.883,31.013,31.160,36.290,36.190
2003-04-30,34.935,32.417,33.505,32.085,31.001,35.609,25.155,33.579,32.895,25.049,35.956,24.941,32.346,38.111,28.338,22.769,35.557,29.095,29.655,30.506,35.000,36.210
2003-05-01,32.716,31.051,32.020,29.293,29.591,32.665,22.377,30.897,31.352,23.125,35.249,26.103,28.919,36.598,25.434,18.337,33.952,27.648,27.716,29.415,32.920,36.220
2003-05-02,33.230,30.280,32.443,30.957,29.921,31.551,20.892,32.394,30.422,24.856,35.104,27.424,30.298,36.536,24.773,14.814,35.591,27.445,26.789,29.113,33.580,36.240
2003-05-03,33.495,30.034,32.535,31.457,30.089,30.841,7.931,33.334,32.925,25.512,35.077,25.414,30.970,36.578,21.837,12.723,36.385,27.110,28.218,29.364,33.990,36.260
2003-05-04,34.154,30.338,32.527,31.555,29.644,29.689,4.321,33.525,32.877,24.925,34.864,23.907,31.456,36.709,21.072,10.286,36.487,26.799,27.125,28.926,34.140,36.280
2003-05-05,34.516,31.616,32.824,30.679,29.444,29.813,3.041,33.665,30.986,23.818,35.170,21.170,31.909,36.791,21.143,6.960,36.687,27.197,26.829,29.051,34.380,36.300
2003-05-06,34.600,32.941,33.203,30.433,29.385,28.851,3.409,33.846,30.395,22.965,35.482,17.946,32.124,36.926,20.184,3.960,36.852,27.115,25.922,28.911,34.590,36.320
2003-05-07,34.541,33.835,33.440,30.435,29.098,29.673,2.948,33.916,29.685,21.300,35.278,18.075,32.445,37.194,18.935,2.664,36.883,27.249,24.571,28.805,34.710,36.340
2003-05-08,34.542,33.795,33.794,31.155,29.277,30.056,2.443,34.350,29.460,20.637,35.348,17.812,32.842,37.283,17.802,2.149,36.807,26.758,24.051,28.736,34.960,36.360
2003-05-09,34.641,33.824,33.963,31.748,29.772,30.194,2.931,35.340,29.706,19.556,35.717,18.050,33.407,37.396,17.500,1.911,36.985,26.646,23.920,28.767,35.470,36.370
2003-05-10,34.539,34.358,34.404,31.676,30.022,29.848,2.656,36.232,28.624,19.695,36.042,18.899,33.842,37.298,16.954,1.792,37.199,26.466,23.878,28.992,35.850,36.390
2003-05-11,34.527,34.846,34.881,32.101,30.174,29.110,2.943,36.643,25.976,19.455,36.472,20.086,34.148,37.420,16.660,1.521,37.377,26.650,23.953,28.545,36.170,36.410
2003-05-12,34.531,35.298,35.295,32.409,30.203,29.229,3.475,36.553,27.107,20.233,36.724,19.004,34.141,37.582,16.150,1.322,37.700,26.278,23.806,28.425,36.250,36.430
2003-05-13,34.718,35.512,35.423,31.097,30.187,29.631,5.439,35.686,27.537,21.321,36.610,20.190,33.763,37.717,16.354,1.238,37.865,25.754,25.638,28.333,35.940,36.450
2003-05-14,35.090,35.635,34.889,31.507,29.811,29.979,6.519,34.978,30.726,22.761,36.229,20.884,33.397,37.476,19.397,1.211,37.870,25.814,27.556,28.800,35.520,36.470
2003-05-15,35.149,35.919,34.820,31.525,29.570,30.299,6.700,35.047,31.346,24.843,35.953,20.715,33.426,37.708,21.735,1.151,37.990,26.270,27.938,28.258,35.530,36.480
2003-05-16,35.179,36.440,34.895,31.976,29.321,30.534,7.565,35.274,30.295,25.627,36.091,21.079,33.704,37.956,22.690,1.137,38.049,25.878,28.239,28.853,35.760,36.500
2003-05-17,35.303,36.918,34.764,31.755,29.669,30.882,8.102,35.514,27.737,24.429,36.317,21.159,33.888,38.151,21.158,1.134,38.180,26.930,28.338,28.911,35.970,36.520
2003-05-18,35.369,37.468,34.757,30.762,29.183,31.417,9.109,35.750,27.479,22.931,36.639,19.894,34.087,38.170,21.401,1.114,38.347,26.993,28.183,28.661,36.160,36.540
2003-05-19,35.435,38.231,34.662,31.942,29.286,32.160,10.766,35.949,28.642,23.325,36.922,20.764,34.344,38.192,22.364,1.121,38.553,26.856,27.811,28.702,36.350,36.560
2003-05-20,35.466,38.381,34.529,31.814,30.075,32.307,10.498,36.127,30.495,21.285,37.161,21.486,34.594,38.385,16.521,1.045,38.755,25.107,27.737,28.791,36.570,36.570
2003-05-21,35.421,38.705,34.119,32.087,30.606,32.622,11.831,36.395,27.112,21.561,37.360,20.965,34.489,38.280,14.483,1.058,39.144,24.412,28.005,28.959,36.630,36.590
2003-05-22,35.801,38.548,33.865,32.013,30.364,32.421,13.311,36.775,27.605,23.360,37.338,21.176,34.308,38.034,19.313,0.911,39.144,24.405,27.864,29.136,36.610,36.610
2003-05-23,36.260,38.459,33.746,31.739,29.593,32.059,13.931,36.456,26.741,24.810,36.959,23.012,34.123,38.147,25.140,0.854,38.818,24.614,27.431,28.962,36.420,36.630
2003-05-24,36.514,38.745,33.696,30.096,29.811,32.033,15.225,36.309,26.388,23.397,37.282,22.256,33.269,38.189,24.669,0.856,39.141,24.876,26.688,28.913,36.260,36.640
2003-05-25,36.837,39.369,33.908,30.712,29.723,32.335,14.761,36.274,27.745,25.046,37.419,23.280,33.620,38.026,21.283,0.878,39.416,24.663,27.310,28.377,36.330,36.660
2003-05-26,36.887,39.922,33.615,29.636,30.061,32.566,15.279,36.474,28.646,25.058,37.779,23.480,33.782,38.345,25.011,1.071,39.453,24.451,27.809,28.140,36.590,36.680
2003-05-27,37.072,38.273,33.509,29.899,29.932,30.667,13.826,36.220,27.258,24.812,37.772,25.082,33.468,38.342,26.394,1.168,39.749,24.277,27.894,28.225,36.450,36.690
2003-05-28,37.048,37.709,33.375,31.703,29.725,29.822,14.151,36.300,28.226,22.430,37.794,25.464,33.654,38.380,22.867,1.284,39.930,23.500,27.914,28.224,36.530,36.710
2003-05-29,32.694,35.239,31.857,31.006,29.287,27.141,10.896,35.091,29.370,21.763,33.123,25.042,32.308,35.163,19.187,1.281,37.387,22.885,25.702,27.230,33.920,36.720
2003-05-30,33.191,32.145,31.540,31.064,28.942,23.868,12.524,35.110,26.141,19.677,33.821,24.667,32.175,34.689,18.608,0.925,36.679,22.698,26.760,26.815,33.950,36.740
2003-05-31,34.045,28.515,31.698,29.897,27.671,20.097,8.080,35.342,25.738,21.038,34.175,23.570,32.716,34.954,18.729,1.012,37.403,23.241,27.743,26.560,34.300,36.750
2003-06-01,34.697,27.301,31.751,30.189,27.675,18.649,4.231,35.426,25.969,24.276,35.021,25.504,33.283,35.125,22.478,1.020,37.721,22.704,26.983,26.400,34.710,36.770
2003-06-02,34.758,26.980,31.631,29.650,27.714,18.060,3.059,34.946,25.520,23.106,35.528,25.320,33.426,35.346,16.632,1.198,37.640,22.945,27.635,26.121,34.810,36.780
2003-06-03,34.726,27.241,31.190,29.935,27.996,18.026,1.269,34.602,25.976,22.645,35.740,24.050,33.597,35.145,13.030,1.671,37.747,23.105,28.460,25.896,34.770,36.800
2003-06-04,34.722,27.498,31.502,28.981,28.993,17.987,1.248,35.325,27.244,21.804,35.619,22.617,33.852,35.015,12.687,1.154,37.635,23.161,27.714,25.650,34.950,36.810
2003-06-05,34.850,28.583,32.146,29.255,30.189,18.735,0.675,35.478,27.040,21.377,35.770,20.446,34.091,35.129,12.383,0.627,37.559,22.219,24.981,25.572,35.120,36.830
2003-06-06,35.008,29.403,32.227,29.760,29.966,19.229,0.719,35.674,25.084,21.471,35.892,19.196,34.356,35.139,11.399,0.656,37.502,21.602,22.354,25.337,35.270,36.840
2003-06-07,34.890,29.690,32.492,29.278,30.072,19.216,0.950,35.056,25.870,19.879,35.590,18.700,34.459,35.063,11.340,0.658,37.393,22.490,19.608,25.237,35.040,36.850
2003-06-08,35.074,29.638,32.650,29.412,29.823,18.883,0.728,35.447,25.755,18.089,35.603,22.810,34.382,35.075,10.402,0.742,37.490,21.960,20.848,25.386,35.130,36.870
2003-06-09,35.303,29.193,32.269,29.198,30.841,18.179,0.467,35.737,23.847,18.730,34.987,21.454,33.654,34.954,8.786,0.661,36.729,20.697,25.034,25.007,34.830,36.880
2003-06-10,35.168,28.704,32.417,28.989,31.145,17.435,0.461,35.711,24.095,19.209,34.740,20.248,33.060,34.764,8.200,0.686,35.863,20.052,25.472,24.468,34.570,36.890
2003-06-11,35.310,28.897,32.482,28.519,31.221,17.335,0.496,35.795,24.261,20.497,34.929,17.065,33.442,34.769,8.348,0.674,35.958,20.443,23.562,24.027,34.730,36.900
2003-06-12,35.145,29.568,32.622,28.768,31.107,17.684,0.687,35.649,23.298,20.722,35.000,14.910,33.095,34.687,8.436,0.669,36.128,21.058,22.692,23.855,34.610,36.910
2003-06-13,35.160,30.057,32.815,27.027,30.464,17.861,0.486,35.623,25.858,19.315,35.230,14.729,33.638,34.613,8.091,0.655,36.446,20.343,22.201,23.456,34.780,36.920
2003-06-14,35.385,29.854,33.059,26.180,30.318,17.389,0.521,35.876,25.206,20.544,35.542,11.602,33.864,34.543,7.937,0.665,36.651,20.167,21.085,22.960,34.960,36.940
2003-06-15,34.935,30.822,33.220,27.923,29.692,18.012,0.695,35.347,24.861,21.231,35.427,9.916,33.685,34.316,9.065,0.664,36.195,20.238,21.119,23.164,34.690,36.950
2003-06-16,35.013,30.571,32.912,26.245,29.547,17.496,0.571,34.948,23.949,19.185,35.415,9.220,33.774,34.147,7.685,0.653,35.947,20.063,20.763,22.955,34.570,36.960
2003-06-17,35.000,29.877,32.845,25.193,29.992,16.567,0.362,35.037,23.093,18.236,35.594,8.469,33.560,34.251,6.749,0.641,35.822,19.701,20.905,22.684,34.610,36.960
2003-06-18,35.033,30.233,33.019,26.922,29.818,16.618,0.343,35.247,22.362,18.455,35.884,8.930,33.767,34.251,6.685,0.641,36.548,20.695,20.561,22.326,34.790,36.970
2003-06-19,35.005,31.188,33.137,28.180,30.245,17.225,0.436,35.453,21.873,19.251,36.137,8.858,34.031,34.242,8.531,0.666,36.937,20.497,20.536,22.387,34.970,36.980
2003-06-20,35.275,31.614,33.209,28.330,30.529,17.340,0.342,35.781,22.106,20.039,36.462,8.832,34.269,34.514,9.271,0.679,37.236,20.100,20.304,23.452,35.260,36.990
2003-06-21,34.897,30.097,33.047,27.768,29.665,15.656,0.234,35.820,19.728,19.401,36.798,9.269,33.935,34.553,7.432,0.608,37.413,18.610,19.783,21.196,35.280,37.000
2003-06-22,34.888,28.214,32.891,26.709,27.983,13.640,0.180,35.656,18.551,18.690,36.640,9.251,33.005,34.498,6.413,0.530,37.371,19.008,24.741,20.698,34.950,37.010
2003-06-23,34.838,27.535,33.141,26.864,25.119,12.743,0.158,35.053,16.829,19.962,36.589,9.747,32.884,34.312,6.858,0.457,36.722,19.752,25.007,20.683,34.710,37.010
2003-06-24,35.343,27.077,32.507,27.925,26.463,12.050,0.195,35.517,17.926,21.416,36.662,9.666,33.021,34.196,5.093,0.401,36.741,17.217,25.996,20.732,34.850,37.020
2003-06-25,35.393,27.347,31.965,26.456,27.621,12.026,0.188,35.757,18.471,20.337,36.672,10.139,33.261,33.762,3.979,0.368,36.798,17.000,25.963,20.049,34.860,37.020
2003-06-26,34.970,33.172,32.110,25.752,27.893,17.387,0.192,36.021,17.934,20.892,36.811,8.915,33.643,33.046,4.303,0.353,37.323,17.759,25.330,20.283,34.880,37.030
2003-06-27,34.774,36.007,32.330,24.803,28.108,22.163,0.180,35.580,19.101,21.964,36.874,8.551,33.628,33.312,5.665,0.333,36.937,19.591,23.863,20.532,34.850,37.030
2003-06-28,34.921,34.617,32.174,25.957,27.788,23.436,0.232,35.124,16.913,20.822,36.906,8.058,33.562,33.384,6.249,0.323,36.436,18.714,24.012,21.145,34.740,37.040
2003-06-29,34.679,30.942,32.318,25.711,27.541,22.518,0.323,35.389,17.589,22.093,36.967,7.303,33.674,32.929,4.475,0.311,36.758,18.784,24.117,21.154,34.740,37.040
2003-06-30,34.304,27.401,32.843,25.100,27.279,21.332,0.299,34.883,17.637,20.065,36.459,6.226,33.863,32.729,4.313,0.312,36.499,18.889,22.964,19.942,34.480,37.050
2003-07-01,34.486,25.006,32.306,24.641,27.322,19.314,0.248,35.142,16.839,19.457,36.461,6.049,33.813,32.926,4.261,0.307,36.546,18.110,22.436,20.345,34.590,37.050
2003-07-02,34.140,23.029,32.444,23.342,27.291,17.410,0.252,35.010,17.185,20.007,36.276,5.856,33.581,33.254,4.443,0.322,36.421,18.349,20.133,20.340,34.530,37.050
2003-07-03,34.524,23.559,32.378,25.267,26.928,17.936,0.266,35.342,17.415,20.731,36.685,6.520,33.882,33.726,4.507,0.327,36.833,18.806,16.545,24.345,34.910,37.050
