,BA,BK,BN,BS,DK,GB,HC,JK,LB,LM,LR,LS,MK,PK,TC,TR,WB,MB,MD,TP,Gulf_1,Ocean_1
2014-07-11,39.612,39.783,35.331,37.419,39.209,43.660,29.545,39.606,36.575,33.159,39.712,38.573,36.069,43.726,30.991,24.964,40.676,39.056,25.613,39.268,39.780,38.940
2014-07-12,39.747,39.620,35.518,37.415,39.308,44.207,28.176,39.944,36.720,32.919,40.028,38.061,36.239,43.331,31.109,21.480,40.731,39.336,29.165,39.268,39.890,38.950
2014-07-13,39.848,40.160,35.743,37.242,39.350,44.697,27.516,39.841,36.301,33.513,40.090,37.754,36.322,42.569,31.160,17.039,40.713,38.509,31.629,39.104,39.710,38.970
2014-07-14,40.168,40.216,35.904,37.403,39.442,44.874,29.577,39.370,36.281,33.272,39.549,38.052,36.170,42.933,31.856,14.468,41.071,38.483,26.552,39.156,39.510,38.980
2014-07-15,40.326,39.755,36.063,37.487,39.446,45.051,30.100,39.377,36.408,32.598,39.343,37.846,36.134,42.640,31.954,12.932,41.283,38.213,30.224,39.146,39.370,38.990
2014-07-16,40.435,39.244,36.158,37.496,39.607,45.023,29.458,39.276,36.580,32.833,39.289,37.949,36.177,42.888,34.288,10.802,41.470,38.203,26.836,39.147,39.410,39.000
2014-07-17,40.989,37.976,36.184,37.723,39.803,44.620,28.347,38.589,36.685,32.940,39.166,38.332,36.383,43.082,35.362,9.241,41.864,38.426,28.637,39.129,39.300,39.020
2014-07-18,39.596,36.478,36.202,37.167,39.338,44.374,29.038,37.985,35.965,32.956,39.429,38.003,36.655,43.515,33.981,8.860,41.071,38.300,30.278,37.961,39.400,39.030
2014-07-19,39.074,35.556,36.325,36.575,38.649,44.477,26.364,37.575,35.165,31.780,39.672,37.078,36.781,43.681,30.650,8.234,40.697,38.030,30.660,37.990,39.430,39.040
2014-07-20,39.151,34.931,36.526,36.786,38.697,44.123,22.726,36.687,35.100,31.246,39.806,36.735,36.815,43.432,29.267,7.206,40.837,37.986,31.810,38.519,39.190,39.050
2014-07-21,39.159,29.859,36.694,36.910,38.722,42.757,24.701,35.323,35.230,31.293,38.218,36.249,34.788,43.002,27.909,4.726,40.094,37.079,26.455,38.833,37.830,39.060
2014-07-22,38.766,27.191,36.572,37.015,38.291,43.374,20.011,35.653,35.163,31.113,38.261,35.588,34.951,42.624,26.730,3.750,40.097,36.458,29.622,38.611,37.870,39.070
2014-07-23,38.801,27.404,36.532,37.186,37.873,43.127,13.679,35.975,35.236,30.669,38.455,34.472,35.170,42.453,26.837,3.234,40.116,36.930,29.010,38.548,38.010,39.080
2014-07-24,39.673,28.454,36.687,36.860,37.723,43.035,8.610,36.237,35.306,30.442,38.758,33.525,35.505,42.370,26.225,2.688,40.297,36.563,30.529,38.629,38.220,39.090
2014-07-25,40.680,29.074,36.833,36.882,37.596,43.319,3.790,36.444,35.375,30.568,38.970,32.048,35.797,42.329,24.938,2.434,40.336,35.743,30.720,38.736,38.380,39.100
2014-07-26,41.170,30.806,37.095,37.012,37.540,43.342,1.962,36.533,35.613,30.939,39.211,32.870,36.057,42.443,24.663,2.280,40.503,36.063,29.574,38.914,38.560,39.110
2014-07-27,41.521,30.470,37.327,37.080,37.553,43.073,4.209,36.471,35.822,31.228,39.290,32.234,36.240,42.256,24.283,2.282,40.666,35.940,26.792,38.999,38.560,39.120
2014-07-28,41.875,32.855,37.443,37.288,37.507,42.641,6.439,36.434,35.962,31.393,39.073,32.413,36.328,41.614,26.225,2.202,42.076,35.770,29.870,39.116,38.360,39.130
2014-07-29,42.875,35.332,37.370,36.508,37.407,41.402,8.731,36.902,36.036,31.976,38.475,32.134,36.300,41.297,31.644,2.157,43.704,35.818,27.776,38.981,38.240,39.140
2014-07-30,43.240,36.749,38.225,36.504,37.437,40.588,7.269,37.346,36.063,32.647,38.020,32.532,36.013,41.253,33.141,2.244,42.525,35.914,26.936,39.063,38.160,39.150
2014-07-31,43.346,36.300,38.888,36.968,37.645,39.952,10.374,37.129,36.286,32.493,38.152,32.640,35.636,41.180,32.769,2.275,42.529,35.755,27.501,39.044,38.020,39.150
2014-08-01,43.430,37.186,39.005,37.003,37.623,40.767,12.269,37.541,36.474,31.826,38.459,32.581,35.903,41.619,28.117,2.252,42.348,34.635,29.651,39.125,38.380,39.160
2014-08-02,43.162,37.322,39.042,36.891,37.504,41.256,14.111,37.610,36.374,31.830,38.190,32.472,35.925,41.484,22.290,2.145,42.001,33.061,27.907,39.057,38.300,39.170
2014-08-03,42.650,37.276,38.781,35.779,37.213,39.767,7.606,37.178,35.677,32.756,38.153,32.287,35.784,41.202,29.295,2.013,41.398,35.159,28.586,38.303,38.080,39.180
2014-08-04,41.357,37.593,38.073,34.088,35.423,38.792,5.464,36.477,34.371,31.783,38.221,31.107,35.767,40.868,28.984,1.974,40.568,34.269,27.365,37.779,37.830,39.180
2014-08-05,41.413,37.817,37.983,34.476,35.356,37.658,3.744,36.376,34.122,32.146,38.151,31.284,35.913,39.962,25.865,1.932,40.629,33.748,27.272,37.894,37.600,39.190
2014-08-06,41.753,37.761,38.100,35.309,35.342,37.786,2.440,36.512,34.054,33.151,38.295,30.736,35.617,39.501,18.225,1.842,40.567,32.632,29.930,37.728,37.480,39.200
2014-08-07,41.892,37.745,38.242,35.124,35.248,37.127,0.991,36.065,34.024,33.784,38.364,29.488,35.787,39.513,22.079,1.729,39.731,32.904,34.534,37.301,37.430,39.210
2014-08-08,42.229,36.721,38.574,35.214,35.264,36.495,0.821,35.723,34.174,31.796,38.336,27.714,35.393,39.714,22.556,1.629,39.106,32.926,33.124,37.698,37.290,39.210
2014-08-09,42.324,35.556,38.667,35.109,35.324,36.612,0.701,35.802,34.224,32.584,38.347,27.448,35.328,39.601,20.050,1.587,39.584,34.809,28.811,37.735,37.270,39.220
2014-08-10,42.384,36.659,38.726,35.066,35.514,36.266,0.355,35.970,34.106,31.842,38.442,26.308,35.433,39.660,17.929,1.523,39.946,33.747,30.998,37.813,37.380,39.220
2014-08-11,42.543,36.841,38.884,35.235,35.686,36.600,0.617,36.227,34.065,31.726,38.512,26.030,35.458,39.773,19.758,1.462,40.001,33.446,32.154,37.902,37.490,39.230
2014-08-12,42.704,38.023,39.042,35.098,35.847,36.795,0.998,37.069,33.853,31.719,38.514,25.980,36.570,39.892,21.479,1.455,40.060,34.491,29.870,37.852,38.010,39.240
2014-08-13,42.871,39.325,39.206,35.012,36.049,36.519,6.105,37.819,33.933,31.628,38.500,27.147,37.749,39.764,23.338,1.447,40.299,34.423,29.064,38.074,38.460,39.240
2014-08-14,43.006,39.610,39.339,35.146,36.168,36.086,10.113,38.179,33.868,31.385,38.493,27.128,37.944,39.717,23.432,1.446,40.446,32.951,29.063,38.149,38.580,39.250
2014-08-15,43.130,39.475,39.461,35.281,36.254,36.198,9.242,37.849,33.920,31.540,38.601,26.428,38.116,39.811,21.363,1.376,40.348,33.355,32.433,38.019,38.590,39.250
2014-08-16,43.285,39.397,39.613,35.432,36.758,36.399,4.569,38.131,33.603,31.363,38.729,26.841,38.268,40.144,17.308,1.351,40.195,32.624,33.793,38.188,38.820,39.260
2014-08-17,43.296,39.635,39.826,35.623,37.236,36.674,2.236,38.452,33.707,30.434,38.957,26.318,38.417,40.241,15.240,1.313,40.540,31.795,32.360,38.270,39.020,39.260
2014-08-18,43.775,40.556,39.924,35.765,37.364,37.003,1.743,38.983,33.922,30.518,39.280,24.684,38.623,40.251,12.006,1.283,41.015,31.892,31.459,38.138,39.280,39.270
2014-08-19,43.948,41.177,40.052,35.839,37.453,37.447,4.886,39.401,34.047,31.064,39.810,25.724,38.722,40.471,14.560,1.267,40.760,33.004,29.076,38.176,39.600,39.270
2014-08-20,43.604,41.316,40.174,35.950,37.874,37.124,12.579,39.479,34.344,30.512,40.128,27.022,38.188,40.751,19.229,1.277,40.545,32.448,32.294,38.004,39.640,39.280
2014-08-21,43.899,40.814,40.281,36.003,38.301,36.204,15.903,39.340,34.415,31.984,40.330,26.308,37.784,40.849,18.532,1.289,40.632,31.923,31.813,38.080,39.580,39.280
2014-08-22,44.224,41.073,40.446,36.145,38.777,36.396,15.563,39.372,34.593,31.639,40.545,26.461,37.975,40.786,16.583,1.303,41.174,32.112,32.206,38.212,39.670,39.280
2014-08-23,44.313,41.534,40.613,36.315,39.165,36.473,14.045,39.119,34.948,31.158,40.526,26.687,38.026,40.285,20.254,1.321,42.001,32.740,33.434,38.241,39.490,39.290
2014-08-24,44.189,41.651,40.766,36.334,39.306,37.325,23.286,39.363,35.372,32.391,40.234,27.645,38.124,39.842,27.532,1.371,41.580,33.217,35.127,38.352,39.390,39.290
2014-08-25,43.751,41.231,41.036,36.646,38.598,37.605,26.813,39.718,35.279,33.117,39.692,29.309,38.059,39.673,32.425,1.607,41.062,33.922,35.849,38.392,39.290,39.290
2014-08-26,43.978,40.399,41.076,36.612,37.697,36.959,22.861,39.596,35.035,31.600,40.294,29.435,37.315,39.792,26.463,12.402,42.951,33.695,35.584,38.218,39.250,39.300
2014-08-27,44.390,40.931,41.131,36.767,37.849,37.658,25.689,40.275,35.057,32.163,40.604,29.483,37.602,38.551,19.146,15.043,43.555,35.310,35.812,38.808,39.260,39.300
2014-08-28,43.962,40.752,41.139,36.717,37.606,38.309,27.072,40.118,34.857,31.761,40.358,28.782,37.646,37.146,29.888,14.780,44.389,35.785,35.537,37.944,38.820,39.300
2014-08-29,43.752,40.761,41.142,37.394,37.753,38.393,25.492,39.807,34.237,32.778,40.415,28.662,37.772,37.649,31.450,20.372,45.574,35.286,35.501,38.100,38.910,39.310
2014-08-30,43.968,40.934,41.094,37.189,37.863,38.702,23.956,40.280,34.110,30.866,40.639,27.703,38.122,36.897,21.627,21.110,45.256,35.183,35.760,38.325,38.980,39.310
2014-08-31,43.920,40.944,41.187,36.804,37.671,38.834,21.234,40.592,34.194,28.851,40.891,27.620,38.485,36.910,16.011,22.044,44.869,35.336,35.844,38.203,39.220,39.310
2014-09-01,43.691,41.218,41.128,36.569,37.794,39.109,21.964,40.751,34.367,30.056,41.024,27.613,38.883,37.211,14.661,18.475,45.194,35.449,35.817,38.341,39.470,39.310
2014-09-02,43.400,41.699,41.217,36.411,38.128,39.419,16.490,40.820,34.518,30.608,41.145,26.442,39.278,37.083,15.687,8.947,44.949,35.185,34.556,28.023,39.580,39.320
2014-09-03,42.980,41.563,40.791,36.485,38.260,39.754,13.099,41.075,34.600,30.352,41.022,26.705,39.576,37.075,18.849,3.265,42.791,35.020,33.361,38.855,39.690,39.320
2014-09-04,42.681,41.411,40.621,36.507,38.064,39.538,19.654,41.245,34.397,31.073,40.699,27.148,38.185,36.827,24.938,2.543,42.571,34.942,32.568,38.465,39.240,39.320
2014-09-05,42.933,41.319,40.886,37.121,38.158,38.934,16.105,41.447,34.402,31.774,40.836,27.188,38.453,37.006,21.040,2.370,42.771,34.575,32.606,38.655,39.440,39.320
2014-09-06,42.984,41.392,41.233,37.207,38.340,38.743,14.287,41.609,34.600,30.575,41.085,26.714,38.384,37.043,16.700,1.966,43.438,34.397,32.731,38.750,39.530,39.320
2014-09-07,42.159,41.736,40.931,37.124,38.062,38.534,17.980,41.628,34.387,30.273,41.215,26.532,38.256,36.876,18.420,1.849,43.307,34.486,32.431,38.594,39.490,39.330
2014-09-08,41.702,41.949,41.108,37.319,37.712,37.695,15.733,41.773,34.036,30.901,41.247,26.399,38.271,37.186,24.697,1.861,42.928,34.380,31.830,38.498,39.620,39.330
2014-09-09,41.984,42.034,41.449,37.534,37.715,37.765,13.341,41.845,33.982,29.925,41.523,25.512,38.482,37.304,21.377,1.949,43.507,34.338,32.197,38.621,39.790,39.330
2014-09-10,41.689,42.050,40.715,37.161,37.733,37.786,16.156,41.956,33.895,29.343,41.403,26.221,38.369,37.252,21.194,1.799,43.881,34.682,32.163,38.109,39.750,39.330
2014-09-11,41.408,41.108,39.991,37.291,38.004,37.929,19.225,41.976,34.117,30.151,41.066,27.593,38.279,37.062,24.381,1.666,42.844,34.397,33.693,37.902,39.600,39.330
2014-09-12,41.642,41.284,40.169,36.969,37.809,37.705,16.448,41.127,33.477,31.998,41.035,27.643,37.935,36.991,31.781,1.502,42.687,35.256,34.406,37.631,39.270,39.330
2014-09-13,41.721,41.373,40.274,37.484,37.448,37.562,9.118,40.480,33.147,30.747,41.245,26.769,37.965,37.282,29.623,1.402,42.747,34.133,33.628,37.976,39.240,39.330
2014-09-14,41.412,41.108,40.145,36.389,36.790,37.087,10.038,40.084,32.330,29.816,41.172,25.917,37.565,37.808,15.415,1.245,42.783,32.726,30.966,37.894,39.160,39.330
2014-09-15,41.636,40.972,40.398,35.504,36.797,36.127,6.075,40.428,32.431,30.626,41.525,24.346,37.663,38.225,11.533,1.140,42.771,30.703,31.936,37.825,39.460,39.340
2014-09-16,41.632,41.038,40.249,36.077,36.969,36.010,6.500,40.876,32.524,31.344,41.622,24.724,38.012,37.761,13.341,1.045,43.230,32.329,33.844,37.682,39.570,39.340
2014-09-17,41.095,41.629,40.130,36.365,37.382,35.778,9.862,40.572,31.703,31.398,41.678,25.789,38.259,36.647,26.974,0.965,43.670,33.639,35.692,34.895,39.290,39.340
2014-09-18,40.024,41.816,40.271,36.606,37.767,35.815,15.486,39.274,30.778,32.451,41.276,25.743,38.091,37.028,32.287,0.934,43.534,34.852,36.142,35.168,38.920,39.340
2014-09-19,40.506,40.786,40.120,36.851,37.596,35.660,21.876,38.394,31.138,33.277,41.098,26.180,37.974,36.928,32.467,0.960,43.161,35.597,35.536,36.745,38.600,39.340
2014-09-20,40.783,40.285,40.030,36.587,37.690,36.194,23.252,37.729,32.354,34.225,41.079,28.010,38.069,36.928,32.471,0.935,43.173,35.342,35.922,36.685,38.450,39.340
2014-09-21,41.184,40.034,40.204,36.467,37.546,35.963,23.573,37.649,32.306,33.910,41.201,28.099,38.076,37.638,32.592,0.956,43.332,34.431,36.074,37.113,38.640,39.340
2014-09-22,41.510,39.999,40.288,36.501,37.339,36.151,23.284,37.471,33.171,32.814,41.258,27.305,38.000,37.907,28.728,0.978,43.342,34.280,36.147,37.167,38.660,39.340
2014-09-23,41.459,39.598,40.114,36.013,37.240,35.008,20.226,36.918,33.651,30.796,41.237,27.184,37.940,37.866,23.694,0.866,43.081,33.022,35.093,36.909,38.490,39.340
2014-09-24,40.995,39.056,39.372,35.337,37.196,34.814,18.012,37.114,32.733,29.606,41.119,26.373,37.861,37.268,17.016,0.819,42.477,32.440,33.895,36.676,38.340,39.340
2014-09-25,41.102,39.193,39.590,35.315,37.287,34.808,17.291,37.302,32.577,29.418,41.582,25.585,37.887,37.102,18.363,0.809,42.112,32.526,33.873,36.495,38.470,39.340
2014-09-26,40.818,39.372,39.517,34.796,37.397,34.544,17.939,37.630,32.406,28.404,42.098,24.437,37.790,36.745,18.071,0.786,42.261,32.146,32.761,36.504,38.570,39.340
2014-09-27,40.462,39.641,39.917,34.934,37.427,34.771,16.135,37.978,32.432,29.019,42.441,24.052,37.714,36.242,18.012,0.786,42.667,32.140,31.338,36.528,38.590,39.340
2014-09-28,40.094,40.119,40.166,35.340,37.454,35.451,19.293,38.324,32.588,29.599,42.700,25.688,37.822,36.117,23.415,0.762,42.796,32.794,32.053,36.663,38.740,39.340
2014-09-29,39.714,40.666,40.065,34.900,37.493,36.498,23.294,38.828,32.788,30.415,42.779,26.303,37.977,35.984,29.843,0.768,43.010,33.627,32.689,36.756,38.890,39.340
2014-09-30,39.921,40.915,40.165,35.306,37.596,37.338,22.881,38.960,31.267,31.089,42.502,27.001,38.187,36.311,32.919,0.807,42.398,34.289,32.975,36.838,38.990,39.340
2014-10-01,40.808,40.802,40.326,36.145,37.769,38.175,21.935,38.630,30.687,32.172,41.867,26.976,38.408,36.329,33.425,4.282,42.459,34.299,33.886,36.982,38.810,39.340
2014-10-02,41.395,40.273,40.575,36.408,37.419,37.671,21.479,38.907,31.320,32.509,41.820,27.112,38.556,37.683,30.677,16.101,42.170,33.895,34.131,36.983,39.240,39.340
2014-10-03,41.907,39.899,40.568,36.609,36.236,36.473,19.710,39.102,31.036,33.007,41.699,26.822,38.715,38.923,27.244,7.927,42.063,34.232,34.542,36.581,39.610,39.340
2014-10-04,42.446,39.717,40.601,36.594,35.344,36.361,17.765,39.190,31.087,33.302,41.249,26.923,38.688,38.787,28.713,1.037,41.889,34.713,34.925,36.447,39.480,39.340
2014-10-05,42.862,39.034,40.321,36.083,35.396,35.701,13.233,39.259,31.146,33.442,40.904,27.505,38.475,39.679,22.721,1.049,41.740,33.788,35.432,36.663,39.580,39.340
2014-10-06,42.990,39.128,39.897,35.704,36.469,35.325,15.773,39.402,32.229,34.090,40.845,27.827,38.594,40.306,27.954,0.986,42.200,33.639,35.350,36.781,39.790,39.340
2014-10-07,42.824,39.322,39.898,35.340,37.013,35.457,18.730,39.633,32.711,33.221,40.871,27.140,38.717,40.421,28.137,2.506,43.086,33.722,35.166,36.767,39.910,39.330
2014-10-08,42.843,39.541,40.106,35.414,37.330,35.707,20.380,39.739,32.677,33.834,41.000,27.474,38.688,40.432,24.388,11.715,42.247,33.865,35.120,36.903,39.960,39.330
2014-10-09,42.329,39.576,40.196,34.683,37.156,35.892,20.919,39.793,32.776,32.750,41.100,27.640,38.684,40.366,18.289,4.920,42.077,33.677,35.025,36.857,39.990,39.330
2014-10-10,41.563,39.692,40.598,34.501,37.070,36.000,22.918,39.955,32.538,32.011,40.781,27.340,38.730,40.135,15.316,1.615,41.866,33.587,34.814,36.807,39.900,39.330
2014-10-11,41.702,40.078,40.063,34.519,37.481,36.857,26.672,40.229,32.639,32.286,41.108,27.936,38.743,38.917,19.915,1.142,42.311,33.548,34.842,37.015,39.750,39.330
2014-10-12,41.717,40.449,39.850,34.396,38.035,37.555,26.296,40.548,32.765,31.528,41.640,28.254,38.833,38.845,24.979,1.025,42.612,33.501,34.924,37.288,39.970,39.330
2014-10-13,41.531,40.764,40.141,35.177,38.026,37.941,25.715,40.746,32.717,30.134,41.965,27.712,39.146,39.287,12.686,1.000,43.019,33.744,33.908,37.031,40.290,39.330
2014-10-14,40.871,41.512,39.132,35.683,37.993,37.833,25.101,40.838,32.562,29.886,42.856,27.888,39.142,38.423,11.579,0.998,43.103,33.925,32.248,37.002,40.310,39.320
2014-10-15,40.584,41.914,39.828,35.685,37.661,36.375,28.583,40.961,31.567,30.274,43.017,28.251,39.187,38.273,30.543,0.988,42.973,34.127,29.605,36.561,40.360,39.320
2014-10-16,41.146,41.892,38.691,35.830,37.100,34.464,25.145,41.079,30.689,31.464,42.810,29.115,39.337,39.190,21.860,0.985,43.601,34.133,34.631,36.596,40.600,39.320
2014-10-17,42.129,42.338,39.412,36.074,36.806,34.099,21.331,40.940,31.092,32.854,42.570,29.125,39.033,39.709,25.253,0.981,44.295,34.112,34.538,36.863,40.560,39.320
2014-10-18,41.936,42.446,39.522,35.994,37.321,33.912,21.247,40.906,31.770,33.956,42.420,28.838,39.063,38.779,32.076,0.959,44.361,34.246,33.864,36.874,40.290,39.320
2014-10-19,41.857,42.589,39.626,36.139,37.171,34.026,21.516,40.919,32.074,33.940,42.293,28.827,39.180,38.921,30.571,0.965,44.594,34.283,34.405,36.888,40.330,39.310
2014-10-20,41.601,42.640,39.630,36.003,37.332,33.795,18.618,40.907,32.903,32.799,42.545,28.544,38.129,38.745,30.041,0.978,44.521,33.796,34.683,36.987,40.080,39.310
2014-10-21,40.855,41.633,38.391,34.579,35.808,31.408,19.729,40.211,31.716,32.313,42.051,27.802,35.378,39.047,25.899,0.920,42.565,33.493,32.727,36.545,39.170,39.310
2014-10-22,40.953,40.135,38.412,34.703,35.474,31.935,19.955,39.836,31.864,33.035,41.528,27.631,36.801,39.143,21.530,0.880,42.270,32.541,33.890,36.489,39.330,39.310
2014-10-23,40.881,39.849,37.835,34.188,35.540,32.287,15.773,39.376,31.370,30.968,41.297,26.495,36.986,39.123,15.718,0.831,41.473,31.192,33.191,36.189,39.200,39.300
2014-10-24,40.893,39.491,36.757,32.792,34.683,26.754,14.656,38.054,30.066,27.749,40.960,24.279,36.876,39.119,11.586,0.776,39.075,30.441,31.895,35.435,38.750,39.300
2014-10-25,41.057,38.899,36.635,33.479,34.652,19.453,20.411,37.595,29.435,28.454,40.635,23.741,37.858,39.071,9.003,0.694,39.332,31.206,31.406,34.944,38.790,39.300
2014-10-26,40.628,39.742,34.598,33.018,34.890,21.705,20.395,37.390,28.643,29.845,41.071,23.622,38.290,38.686,9.202,0.636,40.154,30.894,32.071,35.082,38.860,39.290
2014-10-27,40.446,39.808,31.751,32.349,33.901,23.422,20.802,36.877,28.509,29.831,41.137,23.519,38.447,38.319,8.336,0.650,40.361,29.815,31.911,35.250,38.700,39.290
2014-10-28,40.138,39.488,33.991,31.320,34.844,26.639,20.723,36.659,27.916,29.178,41.254,22.671,38.457,38.499,7.579,0.673,40.631,29.781,29.312,35.245,38.720,39.290
2014-10-29,40.134,39.463,36.014,32.379,35.020,27.661,22.815,36.894,27.916,29.114,41.119,22.595,38.478,39.156,12.052,0.671,41.024,29.420,24.587,35.392,38.910,39.280
2014-10-30,40.226,39.428,35.597,32.588,34.809,27.627,21.718,36.974,27.432,30.039,40.980,23.888,38.417,39.545,26.322,0.658,41.266,29.868,31.886,33.456,38.980,39.280
2014-10-31,40.739,39.463,36.052,33.231,32.662,27.365,19.459,36.946,25.197,31.290,40.402,24.216,38.310,40.210,28.370,0.659,41.502,31.683,31.975,32.923,38.970,39.270
2014-11-01,41.895,38.974,35.777,33.628,32.168,24.060,11.878,38.080,23.744,30.211,38.289,24.474,37.864,43.067,19.735,0.668,41.930,31.447,31.650,33.381,39.330,39.270
2014-11-02,41.200,39.081,35.335,33.729,32.473,21.108,8.552,38.293,24.051,30.703,38.079,24.319,37.902,45.971,9.056,0.672,42.127,30.291,32.565,33.955,40.060,39.270
2014-11-03,40.562,39.049,34.512,33.021,32.632,19.221,7.886,38.687,26.246,30.907,38.468,24.718,37.997,46.055,6.319,0.655,42.151,31.051,32.518,33.570,40.300,39.260
2014-11-04,40.698,39.065,34.523,32.345,32.739,19.067,17.043,38.865,27.077,29.210,38.675,23.861,37.698,44.707,17.813,0.637,42.524,31.852,31.718,33.901,39.990,39.260
2014-11-05,41.256,39.422,34.700,32.296,32.915,23.503,23.433,38.903,27.269,29.265,38.574,25.443,36.649,42.121,29.958,0.627,41.309,32.079,31.825,34.373,39.060,39.250
2014-11-06,41.544,39.601,34.858,33.091,32.760,28.252,25.773,38.477,28.111,30.669,38.393,27.261,35.200,40.867,30.943,0.640,41.130,31.546,31.840,34.545,38.230,39.250
2014-11-07,41.316,39.112,34.822,33.356,33.480,29.745,25.958,38.210,26.591,31.511,38.587,27.902,33.853,40.874,31.659,2.802,41.508,32.286,33.053,34.460,37.880,39.240
2014-11-08,41.642,38.702,34.716,33.353,33.635,31.533,25.168,37.705,26.696,31.605,39.077,26.861,33.218,41.498,31.508,16.848,41.983,32.341,32.783,34.324,37.870,39.240
2014-11-09,41.487,38.415,35.243,33.347,32.934,33.863,22.827,37.277,27.249,30.495,38.948,25.914,32.971,41.230,28.228,19.365,42.477,32.286,32.318,34.200,37.610,39.230
2014-11-10,41.313,36.930,34.973,33.292,33.083,32.030,21.636,35.978,28.444,30.296,38.613,26.383,32.513,41.491,16.991,17.597,42.321,31.299,31.789,34.044,37.150,39.230
2014-11-11,41.483,35.858,35.040,33.371,33.319,30.238,20.035,34.871,28.599,31.613,38.748,26.865,32.193,40.903,18.311,5.811,42.583,31.179,31.539,34.196,36.680,39.220
2014-11-12,41.743,35.011,34.390,33.378,30.510,29.648,16.385,33.693,28.688,33.171,38.925,27.067,32.001,40.396,18.187,1.553,42.628,31.090,31.544,34.283,36.250,39.210
2014-11-13,41.487,35.204,33.563,33.048,32.445,33.247,18.886,33.517,28.838,33.181,38.894,27.083,32.003,40.679,14.390,1.138,42.438,31.338,31.986,34.358,36.270,39.210
2014-11-14,41.534,35.334,33.511,32.533,32.726,33.574,23.999,33.344,29.039,32.230,38.504,26.644,31.712,40.676,27.668,0.942,42.419,31.696,32.152,34.389,36.060,39.200
2014-11-15,41.477,34.286,33.311,32.491,33.146,31.576,21.084,33.035,29.046,31.580,38.547,27.139,31.620,40.877,16.574,0.899,42.446,31.827,32.136,34.486,36.020,39.200
